SchoolName,CourseName,Approval,State,Webpage,Telephone
Calhoon MEBAEngineering School,Gas TurbineEngineering,"Any applicant, who has successfully completed your Gas Turbine (MEBAMD-209)course and presents your certificate:Will satisfy the training course requirement of 46 CFR 11.502(b)(4) for addingGas Turbinepropulsion mode to an existing national engineering officer endorsement.  ANDBe considered to have demonstrated the STCW Standards of Competence forGas Turbinethe Operational and Management Level TASKs as documented in:NVIC 17-14  OICEW TASK Nos.: 1.1.D; 4.3.B; 4.3.E and 4.3.HNVIC 15-14  CE/2nd EO TASK Nos.: 1.3.A; 1.3.B; 1.3.C; 1.3.D; 3.3.A, 5.1.C and7.1.CApplicants shall have the Gas Turbine Endorsement added to their existingnational engineering endorsement upon successfully passing the USCG issuedIncrease-In-Scope examination for Gas Turbine Plants appropriate for theircurrent endorsement.This course may be used for only one application of an Increase-in-Scope foradding Gas Turbine propulsion to an existing Engineering Officer endorsement.Applicants who have successfully completed this course are not required topresent completed assessments in application for STCW certification",MD,#http://www.mebaschool.org/#,4108229600
Calhoon MEBAEngineering School,High Voltage Safety,"Any applicant successfully completing your High Voltage Safety (MEBAMD-219)course and presenting your certificate of training, will satisfy the training andassessment requirements of the STCW Code, as amended, of Sections A-III/1 andA-III/2, Tables A-III/1 and A-III-2, Function: Electrical, Electronic and ControlEngineering portions specific to the Basic Configurations, Operation Principlesand Design Features of High Voltage installations",MD,#http://www.mebaschool.org/#,4108229600
Calhoon MEBAEngineering School,Leadership andManagerial Skills,"The course satisfies applicable requirements, and the following approval isgranted subject to the conditions listed below and in Enclosure (1):   theLeadership and Teamworking Skills within 46 CFR 11.309; 46 CFR 11.319; 46 CFR11.321; AND, the specific tasks from the National Assessment Guidelines foundin NVIC 12-14 (Tasks 18.1.A-18.5.A), for an endorsement as Officer in Charge of aNavigational Watch.   the Leadership and Teamworking Skills within 46 CFR11.329; AND, the specific tasks from the National Assessment Guidelines foundin NVIC 17-14 (Tasks 16.1.A-16.4.A), for an endorsement as Officer in Charge ofan Engineering Watch.   the Leadership and Managerial Skills within 46 CFR11.305; 46 CFR 11.307; 46 CFR 11.311; 46 CFR 11.313; 46 CFR 11.315; 46 CFR11.317; 46 CFR 11.325; 46 CFR 11.327; 46 CFR 11.331; 46 CFR 11.333; AND, thespecific tasks found in NVIC 10-14 (Tasks 18.1.A-18.2.A), NVIC 11-14 (Tasks18.1.A-18.3.A); NVIC 15-14 (Tasks 7.1.D, 11.1.A, 14.1.A); and NVIC 16-14 (Task14.1.A). Applicants who have successfully completed this course need notpresent completed Task Control Sheets for these assessments in application forSTCW certification.",MD,#http://www.mebaschool.org/#,4108229600
Calhoon MEBAEngineering School,Management ofElectrical &Electronic ControlEquipment (MEECE),"Any applicant who has successfully completed your Management of Electrical &Electronic Control Equipment (MEBAMD-176) course will satisfy theManagement of Electrical & Electronic Control Equipment training requirementsof 46 CFR 11.325(a)(3)(iii) and (b)(3);46 CFR 11.327(a)(3)(iii) and (b)(3); 46 CFR 11.331(a)(3)(iii) and (b)(3); and 46 CFR11.333(a)(3)(iii) and (b)(3).This course does not satisfy any competencies required by STCW, as amended2010.",MD,#http://www.mebaschool.org/#,4108229600
Calhoon MEBAEngineering School,Maritime ResourceManagement (On-Line) (ERM/L&M),"Any applicant who has successfully completed your Maritime ResourceManagement (On-Line) (MEBAMD-814) course will satisfy:  1) the EngineResource Management training requirements of 46 CFR 11.325(a)(3)(i) and (b)(1); 46 CFR 11.327(a)(3)(i) and (b)(1); 46 CFR 11.329(a)(4)(iv); 46 CFR 11.331(a)(3)(i) and (b)(1); and 46 CFR 11.333(a)(3)(i) and (b)(1); AND  2)   Task 1.4, found inthe National Assessment Guidelines, NVIC 17-14, Officer in Charge of anEngineering Watch; AND 3) the Leadership and Managerial Skills trainingrequirements of 46 CFR 11.305(a)(3)(iv) and (b)(1); 46 CFR 11.307(a)(3)(iv) and(b)(1); 46 CFR 11.311(a)(3)(iv); 46 CFR 11.313(a)(3)(iv); 46 CFR 11.325(a)(3)(ii) and(b)(2); 46 CFR 11.327(a)(3)(ii) and (b)(2); 46 CFR 11.331(a)(3)(ii) and (b)(2); 46 CFR11.333(a)(3)(ii) and (b)(2); AND 4)   Tasks 18.1.A   18.2.A, found in the NationalAssessment Guidelines, NVICs 10-14 and 11-14; AND 5)   Tasks 11.1.A, 12.1 A,and 14.1.A, found in the National Assessment Guidelines, NVICs 15-14 and 16-14;AND 6)   the Leadership and Teamworking Skills training requirements of 46 CFR11.329(a)(3) and 46 CFR 11.329(c); AND 7)   Tasks 16.1.A and 16.2.A, found in theNational Assessment Guidelines, NVIC 17-14. 8)   Tasks 16.3.A and 16.4.A, foundin the National Assessment Guidelines, NVIC 17-14. NOTE:  Applicants are notrequired to submit completed Record of Assessments for the tasks listed above.",MD,#http://www.mebaschool.org/#,4108229600
Calhoon MEBAEngineering School,Personal Safety &SocialResponsibilities(PSSR),"Any applicant who successfully completes your Personal Safety & SocialResponsibilities (MEBAMD-359) course will satisfy the Personal Safety & SocialResponsibilities competency and training requirements of Section A-VI/1 andTable A-VI/1-4 of the STCW Code, as amended 2010, and 46 CFR 11.302(a)(4) and12.602(a)(4); AND have performed all assessment tasks as guided by theapplicable section within the Basic Training NVIC 08-14.Applicants are not required to present completed record of assessment sheetswhen applying for the STCW endorsement.",MD,#http://www.mebaschool.org/#,4108229600
Calhoon MEBAEngineering School,Personal SurvivalTechniques (PST),"Any applicant who successfully completes your Personal Survival Techniques(MEBAMD-363) course will satisfy the Personal Survival Techniques training andcompetency requirements of STCW Code, as amended 2010,  Section A-VI/1 and46 CFR 11.302(a)(1) and 46 CFR 12.602(a)(1) AND  have performed all practicaldemonstrations as guided by the applicable section within the Basic TrainingNVIC 08-14.Applicants are not required to present completed record of assessment sheetswhen applying for the STCW endorsement.",MD,#http://www.mebaschool.org/#,4108229600
Calhoon MEBAEngineering School,Proficiency InSurvival Craft,"Any applicant who successfully completes Proficiency in Survival Craft(MEBAMD-372) course will satisfy the competency requirements of Table A-VI/2-1 of the STCW, as amended 2010, for Proficiency in Survival Craft andRescue Boats Other Than Fast Rescue Boats (PSC) and will satisfy the professionalexamination and practical demonstration requirements of 46 CFR 12.407(b)(3)for endorsements for Lifeboatman and PSC.  Applicants are not required topresent completed record of assessment sheets when applying for the STCWendorsement",MD,#http://www.mebaschool.org/#,4108229600
Calhoon MEBAEngineering School,Proficiency InSurvival CraftRefresher,"Any applicant who has successfully completed your Proficiency in Survival CraftRefresher (MEBAMD-749) course will satisfy the competency requirements ofTable A-VI/2-1 of the STCW Code, as amended, for Proficiency in Survival Craftand Rescue Boats Other Than Fast Rescue Boats (PSC), for those seafarers  nothaving evidence of 1 year of sea service within the last 5 years provided that theapplicant had previously been issued a Proficiency in Survival Craft and RescueBoats other than Fast Rescue Boats endorsement, and will satisfy theprofessional examination and practical demonstration requirements of 46 CFR12.407(b)(3) for endorsements for Lifeboatman and PSC.",MD,#http://www.mebaschool.org/#,4108229600
Calhoon MEBAEngineering School,Qualified Assessor,"We write in response to your letter of January 14, 2015, requesting theacceptance of your proposed your Qualified Assessor (MEBAMD-394) course. Wehave evaluated your course curriculum and determined that your QualifiedAssessor (MEBAMD-394) course will be accepted as meeting the requirements of46 CFR 10.402(b)(2)(iii)(A), 46 CFR 10.407(c)(5)(i).  Further information may befound in the requirements of the STCW, as amended 2010, Section A-I/6 of, andthe guidance regarding Qualified Instructors as stated in NVIC 03-14, Enclosure(2), Section 1, paragraph (d). This course acceptance is effective February 1,2015, and expires on February 29, 2020.",MD,#http://www.mebaschool.org/#,4108229600
Calhoon MEBAEngineering School,Qualified Assessor(On-Line),Any applicant who has successfully completed your Qualified Assessor (On-Line)(MEBAMD-787) course will satisfy the requirements for Qualified Assessortraining and instruction in assessment techniques of 46 CFR 10.405(a)(1) and 46CFR 10.405(d).,MD,#http://www.mebaschool.org/#,4108229600
Calhoon MEBAEngineering School,Radar ObserverRecertification,Any applicant who successfully completes your Radar Observer Recertification(MEBAMD-402) course will satisfy the training requirements of 46 CFR 11.480(f)for maintaining the validity of an endorsement as Radar Observer.,MD,#http://www.mebaschool.org/#,4108229600
Calhoon MEBAEngineering School,RefresherTraining -Engineering Officer,"Any applicant who has successfully completed your Refresher Training -Engineering Officer (MEBAMD-425) course will: 1. Satisfy the trainingrequirements of paragraph 1.4 of Section A-I/11 of the STCW Code fordemonstration of continued competence for Officer in Charge of an EngineeringWatch or Chief Engineer and First Assistant Engineer of any horsepower; satisfythe requirements of 46 CFR 10.227 (e)(1)(iii) for renewal of an MMC; AND 2.Satisfy the continued competency requirements for Personal Survival Techniquesand Fire Prevention and Fire Fighting in STCW Code Section A-VI/1, 46 CFR11.302(d) and 46 CFR 12.602(d), PROVIDED that they have at least 1 year of seaservice in the last 5 years and are currently endorsed with an STCW BasicTraining endorsement; AND 3. Satisfy the continued competency requirementsfor STCW Basic Training in STCW Code, Basic Training in Section A-VI/1, 46 CFR11.302(e) and 46 CFR 12.602(e) PROVIDED that they have been previously heldan STCW Basic Training endorsement; AND 4. All tasks from the NationalAssessment Guidelines found in NVIC 08-14 Applicants are not required topresent completed record of assessment sheets when applying for an STCWendorsement.",MD,#http://www.mebaschool.org/#,4108229600
Calhoon MEBAEngineering School,Tank ShipDangerous Liquids,"Any applicant who successfully completes your Tank Ship Dangerous LiquidsCourse (MEBAMD-501) and applies for endorsement within five years ofcompletion:⦁ Satisfies the cargo course requirements of 46 CFR 13.201(c)(4) fororiginal issuance OR 13.120(a)(2) for renewal of Tankerman-PIC (DL):AND⦁ Satisfies the cargo course requirements of 46 CFR 13.301(c)(4) fororiginal issuance OR 13.120(c)(2) for renewal of Tankerman-PIC (Barge)(DL): AND⦁ Satisfies the cargo course requirements of 46 CFR 13.401(e)(1) fororiginal issuance OR 13.120(b)(2) for renewal of Tankerman-Assistant(DL); AND⦁ Satisfies the cargo course requirements of 46 CFR 13.501(c)(4) fororiginal issuance OR 13.120(d)(2) for renewal of Tankerman-Engineer(DL); AND⦁ Meets the standards of competence, required by 46 CFR 13.609(a)(2),of Section A-V/1, Table A-V/1-1-1 of the STCW Code for Basic Oil ANDChemical Tanker Cargo Operations; AND⦁ Provided the applicant also supplies a statement signed by the Master,Chief Engineer or Chief Mate of an Oil AND/OR Chemical Tanker,appropriate to the endorsement sought, that the mariner hasdemonstrated to the satisfaction of the signer that he or she is fullycapable of supervising transfer of dangerous liquid cargo in accordancewith the guidance found in Navigation Vessel Inspection Circular 22-14(Encl 1, paragraphs 4 or 5):⦁ Meets the Standards of competence, required by 46 CFR13.603(a)(2) OR 13.605(a)(2), of Section A-V/1, table A-V/1-1-2OR A-V/1-2-3 of the STCW Code for Advanced Oil AND/ORChemical Tanker Cargo Operations.",MD,#http://www.mebaschool.org/#,4108229600
Calhoon MEBAEngineering School,Tank Ship LiquefiedGases,"Any applicant who successfully completes your Tank Ship Liquefied Gas(MEBAMD-508) Course and applies for endorsement within five years ofcompletion:⦁ Satisfies the cargo course requirements of 46 CFR 13.201(c)(4) for originalissuance OR 13.120(a)(2) for renewal of Tankerman-PIC (LG): AND⦁ Satisfies the cargo course requirements of 46 CFR 13.301(c)(4) for originalissuance OR 13.120(c)(2) for renewal of Tankerman-PIC (Barge) (LG): AND⦁ Satisfies the cargo course requirements of 46 CFR 13.401(e)(1) for originalissuance OR 13.120(b)(2) for renewal of Tankerman-Assistant (LG); AND⦁ Satisfies the cargo course requirements of 46 CFR 13.501(c)(4) for originalissuance OR 13.120(d)(2) for renewal of Tankerman-Engineer (LG); AND⦁ Meets the standards of competence, required by 46 CFR 13.611(a)(2), ofSection A-V/1, Table A-V/1-2-1 of the STCW Code for Basic Liquefied GasTanker Cargo Operations; AND⦁ Provided the applicant also supplies a statement signed by the Master,Chief Engineer, or Chief Mate of an Liquefied Gas Tanker, appropriate to theendorsement sought (Tankship, Tank Barge, Engineer), that the mariner hasdemonstrated to the satisfaction of the signer that he or she is fully capableof supervising transfers of liquefied gas cargos in accordance with theguidance found in Navigation Vessel Inspection Circular 22-14 (Encl 1,paragraph 6):⦁ Meets the Standards of competence, required by 46 CFR 13.607(a)(2),of Section A-V/1, table A-V/1-2-2 of the STCW Code for AdvancedLiquefied Gas Tanker Cargo Operations.",MD,#http://www.mebaschool.org/#,4108229600
Calhoon MEBAEngineering School,Train the Trainer,"Any applicant who has successfully completed your Train the Trainer(MEBAMD-597) course will satisfy the Train the Trainer and Assessor trainingrequirements of 46 CFR 10.402(b)(2)(iii)(A), 10.405(a)(1) and 46 CFR 10.407(c)(5)(i), and the requirement for instructors and assessors as stated in Section A-I/6,paragraph 7, of the STCW Code, as amended 2010 and the guidance regardingQualified Instructors as stated in NVIC 03-14, and Qualified Assessors as stated inNVIC 19-14.",MD,#http://www.mebaschool.org/#,4108229600
Calhoon MEBAEngineering School,Vessel SecurityOfficer (VSO),Any applicant who satisfactorily completes your Vessel Security Officer(MEBAMD-573) course will satisfy the training requirements of 33 CFR104.215(d)(1)(iv) and STCW Code Section A-VI/5 for an STCW endorsement asVessel Security Officer.,MD,#http://www.mebaschool.org/#,4108229600
Calhoon MEBAEngineering School,VisualCommunications(Flashing Light),"Any applicant who has successfully completed your Visual Communications(Flashing Light) (MEBAMD-542) course will satisfy the Visual Signaling trainingrequirements of 46 CFR 11.309(a)(4)(vi) and 11.319(a)(4)(vi), if the coursecompletion certificate is presented within 5 years of the completion of training;AND will be considered to have successfully demonstrated the equivalent ofTasks 8.1 and 8.2 in NVIC 12-14 (Ch 1) for an STCW, as amended 2010endorsement as Officer in Charge of a Navigational Watch.  Applicants who havesuccessfully completed your course need not present a completed assessmentsheet for these assessments in application for STCW certification.",MD,#http://www.mebaschool.org/#,4108229600
Calhoon MEBAEngineering School,VisualCommunications(Flashing Light) (On-Line),"Any applicant who has successfully completed your Visual Communications(Flashing Light) (On-Line) (MEBAMD-728) course will satisfy the Visual Signalingtraining requirements of 46 CFR 11.309(a)(4)(vi) and 11.319(a)(4)(vi), if thecourse completion certificate is presented within 5 years of the completion oftraining; AND will be considered to have successfully demonstrated theequivalent of Tasks 8.1 and 8.2 in NVIC 12-14 (Ch 1) for an STCW, as amended2010 endorsement as Officer in Charge of a Navigational Watch.  Applicants whohave successfully completed your course need not present a completedassessment sheet for these assessments in application for STCW certification.",MD,#http://www.mebaschool.org/#,4108229600
Calhoon MEBAEngineering School,Voyage Planning &ElectronicNavigation,"Any applicant who has successfully completed your Voyage Planning & ElectronicNavigation (MEBAMD-545) course will be deemed to have successfullydemonstrated the following assessments from the National AssessmentGuidelines, or their equivalents, for Table A-II/2 of the STCW Code, as amended,towards completing the requirements for the STCW endorsement as Master orChief Mate on vessels of 500 or more gross tonnage (ITC):    M-1-1A M-1-1BM-1-2G M-1-2H M-1-2I M-1-4A M-2-1A M-2-1C M-2-1D M-2-1E M-2-1F M-3-1AM-4-2A  Applicants who have successfully completed your course need notpresent completed  Control Sheets  for these assessments in application forSTCW certification.",MD,#http://www.mebaschool.org/#,4108229600
This Program is STCW,2010,ompliant at the Operational Level,,,
This Program is STCW,2010,ompliant at the Operational Level,,,
,,NAU 430 and NAU 430L  Liquefied Gas Cargos: (Must show Course Certificate)⦁ V/1-2-1 - Tanker Assistant   LG⦁ Provided Verification of Time and Discharges   13.203/13.205⦁ Tankerman PIC   LG⦁ V/1-2-2⦁ Provided Verification of Time   13.505⦁ Tankerman Engineer   LG⦁ V/1-2-2  - Limited to Maintenance and Repair of Cargo EquipmentNAU 415   Transportation Security: (Must show Course Certificate)⦁ VI/5   Vessel Security Officer   Must show VSO CertificateREV 10/2016,,,
California MaritimeAcademy - CadetProgram,Liquefied GasTankers,"ATTENTION: This approval is Specific to California Maritime Academy Cadets foryears 2013-18 Only  Deck Cadets: NAU 430 and NAU 430L   Tankship LiquefiedGasses: (Must prove Course Completion   Elective Course) * V/1-2 - TankermanAssistant LG, 13.409 * Provided Verification of Time and Discharges13.203/13.205     o   Tankerman PIC   LG    o   V/1-2-2  Engine Cadets: NAU 430and NAU 430L  Liquefied Gas Cargos: (Must prove Course Completion   ElectiveCourse) * V/1-2-1 - Tanker Assistant   LG * Provided Verification of Time andDischarges   13.203/13.205     o   Tankerman PIC   LG    o   V/1-2-2 * ProvidedVerification of Time   13.505    o   Tankerman Engineer   LG     o   V/1-2-2  -Limited to Maintenance and Repair of Cargo Equipment",CA,#http://www.maritime-education.com/#,7076541000
California MaritimeAcademy - CadetProgram,Vessel SecurityOfficer (VSO),ATTENTION: This approval is Specific to California Maritime Academy Cadets foryears 2013-18 only  All cadets successfully completing the 4 year Deck Programor an Engine Program candidate completing the NAU 415 Transportation Securitycourse; PROVIDED proof of VSO certification is presented at time application willsatisfy:    The training requirements of 33 CFR 104.215(d)(1)(iv) and STCW CodeSection A-VI/5 for an STCW endorsement as Vessel Security Officer.,CA,#http://www.maritime-education.com/#,7076541000
California MaritimeAcademy - ExtendedLearning,Advanced FireFighting Refresher,"Any applicant who successfully completes your Advanced Fire Fighting Refresher(CAMACE-697) course will satisfy the Advanced Fire Fighting trainingrequirements of Section A-VI/3 and Table A-VI/3 of the STCW Code, as amended2010, and 46 CFR 11.201(h)(1), and 11.303(e).",CA,#http://#csum.edu#,7076541817
California MaritimeAcademy - ExtendedLearning,Advanced FireFightingRevalidation,"Any applicant who has successfully completed your Advanced Fire FightingRevalidation (CAMACE-777) course will satisfy the Advanced Fire Fighting trainingrevalidation requirements of STCW Code Section A-VI/3 and 46 CFR 11.201(h)(1),and 11.303(d), provided that the mariner has at least 1 year of sea service withinthe last 5 years.",CA,#http://#csum.edu#,7076541817
California MaritimeAcademy - ExtendedLearning,Assistance Towing,Any applicant who successfully completes the Assistance Towing (CAMACE-42)course within one year of application will satisfy the requirements of 46 CFR11.482(b) to add an Assistance Towing endorsement to any national officerendorsement as Operator of Uninspected Passenger Vessels (OUPV) or Mate orMaster on vessels of less than 200 GRT.,CA,#http://#csum.edu#,7076541817
California MaritimeAcademy - ExtendedLearning,Basic Training,"Any applicant who has successfully completed your Basic Safety Training(CAMACE-65) course will satisfy: a) The Basic Training requirements of STCWCode Section A-VI/1; b) The Basic Training requirements of 46 CFR 11.302(a) and46 CFR 12.602(a); c) The Basic Fire Fighting requirements of 46 CFR 11.201(h)(2)[BASIC Only] and 46 CFR 11.201(h)(3); d) The Fire Fighting training requirementsof 46 CFR 13.201(c)(3), 13.301(c)(3), 13.401(d) and 13.501(c)(3) for anytankerman endorsement; AND e) The first aid and CPR training requirements of46 CFR 11.201(i)(1) when applied for within one year of the date of training",CA,#http://#csum.edu#,7076541817
California MaritimeAcademy - ExtendedLearning,Basic TrainingRefresher,"Any applicant who has successfully completed the Basic Training Refresher(CAMCE-68) course will satisfy the continued competency requirements forSTCW Basic Training in STCW, as amended 2010, Basic Training in Section A-VI/1,46 CFR 11.302(e) and 46 CFR 12.602(e), AND, all of the tasks from the NationalAssessment Guidelines found in NVIC 08-14.Applicants are not required to present completed record of assessment sheetswhen applying for the STCW endorsement.",CA,#http://#csum.edu#,7076541817
California MaritimeAcademy - ExtendedLearning,Basic TrainingRevalidation,"Any applicant who successfully completes your Basic Training Revalidation(CAMACE-718) course will satisfy the continued competency requirements forPersonal Survival Techniques and Fire Prevention and Fire Fighting in STCW asamended 2010, Section A-VI/1, 46 CFR 11.302(d) and 46 CFR 12.602(d), providedthat they have at least 1 year of sea service in the last 5 years.The following practical assessments performed during this course have beendetermined to be equivalent of National Assessment Guidelines TASK s, asdocumented in NVIC 08-14 Guidelines On Qualifications For STCW EndorsementsIn Basic Training; 1.14.B, 1.14.D, 1.14.E, 1.14.F, 1.14.G, 3.7.A, 3.8.A, 3.8.B, 3.8.C,and 3.8.D.Applicants who have successfully completed your course need not present acompleted  Record of Assessment  for these tasks in application for STCWcertification.",CA,#http://#csum.edu#,7076541817
California MaritimeAcademy - ExtendedLearning,Crisis Management& Human Behavior,"Any applicant who has successfully completed your Crisis Management & HumanBehavior CAMACE-138) course will satisfy the Crisis Management & HumanBehavior and Passenger Safety, Cargo Safety and Hull Integrity trainingrequirements of 46 CFR 11.1105(a)(1)(ii)(iii)(iv); AND, Paragraphs 3 and 4 ofSection A-V/2; AND, the competencies of Table A-V/2 and of the STCW Code, AsAmended 2010.",CA,#http://#csum.edu#,7076541817
California MaritimeAcademy - ExtendedLearning,CrowdManagement,"Any applicant who has successfully completed your Crowd Management(CAMACE-142) course will satisfy the Crowd Management training requirementsof Paragraph 1 of Section A-V/2; the Safety Training requirements of Paragraph 2of Section A-V/2 of the STCW Code, As Amended 2010.",CA,#http://#csum.edu#,7076541817
California MaritimeAcademy - ExtendedLearning,Electronic ChartDisplayInformationSystem (ECDIS),"Any applicant who has successfully completed your Electronic Chart DisplayInformation System (ECDIS) (CAMACE-179) course will satisfy the ECDIS trainingrequirements within 46 CFR 11.305; 46 CFR 11.307; 46 CFR 11.309; 46 CFR11.311; 46 CFR 11.313; 46 CFR 11.315; 46 CFR 11.317; 46 CFR 11.319; and 46 CFR11.321; AND; The specific tasks from the National Assessment Guidelines foundin NVIC 10-14 (Tasks 4.1.A, and 4.2.A); NVIC-12-14  (Tasks 6.1.A-6.2.A, 6.3.A,6.4.A, 6.5.A, 6.6.A, and 6.7.A)",CA,#http://#csum.edu#,7076541817
California MaritimeAcademy - ExtendedLearning,Engine RoomResourceManagement,"Any applicant who has successfully completed your Engine Room ResourceManagement (CAMACE-187) course will satisfy the:Engine Room Resource Management training requirements in 46 CFR 11.325(a)(3)(i)and (b)(1); 46 CFR 11.327(a)(3)(i) and (b)(1); 46 CFR 11.329(a)(4)(iv); 46 CFR11.331(a)(3)(i) and (b)(1); and 46 CFR 11.333(a)(3)(i) and (b)(1); AND,Specific task from NVIC 17-14 Officer in Charge of an Engineering Watch:1.4.AApplicants who have successfully completed this course need not presentcompleted Task Control Sheets for these assessments in application for STCWcertification.",CA,#http://#csum.edu#,7076541817
California MaritimeAcademy - ExtendedLearning,First Aid & CPR,Any  applicant who successfully completes your First Aid & CPR (CAMACE-197)course will satisfy the following requirements:⦁ Elementary First Aid per STCW Code Table A-VI/1-3;⦁ Elementary First Aid per 46 CFR 11.302(a)(3) and 46 CFR 12.602(a)(3); and* The first aid and CPR training requirements of 46 CFR 11.201(i)(1).,CA,#http://#csum.edu#,7076541817
California MaritimeAcademy - ExtendedLearning,Leadership andManagerial Skills,"Any applicant who has successfully completed your Leadership and ManagerialSkills (CAMACE-751) course will satisfy:The Leadership and Teamworking Skills within 46 CFR 11.309; 46 CFR11.319; 46 CFR 11.321; AND, the specific tasks from the National AssessmentGuidelines found in NVIC 12-14 (Tasks 18.1.A-18.5.A), for an endorsement asOfficer in Charge of a Navigational Watch;The Leadership and Teamworking Skills within 46 CFR 11.329; AND, thespecific tasks from the National Assessment Guidelines found in NVIC 17-14(Tasks 16.1.A-16.4.A), for an endorsement as Officer in Charge of anEngineering Watch;The Leadership and Managerial Skills within 46 CFR 11.305; 46 CFR 11.307;46 CFR 11.311; 46 CFR 11.313; 46 CFR 11.315; 46 CFR 11.317; 46 CFR 11.325;46 CFR 11.327; 46 CFR 11.331; 46 CFR 11.333; AND, the specific tasks foundin NVIC 10-14 (Tasks 18.1.A-18.2.A), NVIC 11-14 (Tasks 18.1.A-18.3.A); NVIC15-14 (Tasks 7.1.D, 11.1.A, 14.1.A); and NVIC 16-14 (Task 14.1.A).",CA,#http://#csum.edu#,7076541817
California MaritimeAcademy - ExtendedLearning,Leadership andTeamworking Skills,"Any applicant who has successfully completed your Leadership and TeamworkingSkills (WCMTLD -768) course will satisfy:   the Leadership And TeamworkingSkills within 46 CFR 11.309; 46 CFR 11.319; 46 CFR 11.321; AND, the specific tasksfrom the National Assessment Guidelines found in NVIC 12-14 (Tasks18.1.A-18.5.A); AND,   the Leadership And Teamworking Skills within 46 CFR11.329; AND, the specific tasks from the National Assessment Guidelines foundin NVIC 17-14 (Tasks 16.1.A-16.4.A).",CA,#http://#csum.edu#,7076541817
California MaritimeAcademy - ExtendedLearning,Management ofElectrical &Electronic ControlEquipment (MEECE),"Any applicant who has successfully completed your Management of Electrical &Electronic Control Equipment (CAMACE-176) course will satisfy the Managementof Electrical & Electronic Control Equipment training requirements of 46 CFR11.325(a)(3)(iii) and (b)(3); 46 CFR 11.327(a)(3)(iii) and (b)(3); 46 CFR 11.331(a)(3)(iii) and (b)(3); and 46 CFR 11.333(a)(3)(iii) and (b)(3).This course does not satisfy any competencies required by STCW, as amended2010.",CA,#http://#csum.edu#,7076541817
California MaritimeAcademy - ExtendedLearning,Personal Safety &SocialResponsibilities(PSSR),"Any applicant who successfully completes your Personal Safety & SocialResponsibilities (CAMACE-359) course will satisfy the Personal Safety & SocialResponsibilities competency and training requirements of Section A-VI/1 andTable A-VI/1-1 of the STCW Code, as amended 2010, and 46 CFR 11.302(a)(4) and12.602(a)(4) and the following TASKs from the Guidelines for Qualification inBasic Training NVIC 08-14:5.1.A; 5.2.A; 5.2.B; 5.3.A; 5.3.B; 5.4.A; 5.5.A; 5.6.A; 5.6.B; 5.6.C; 6.1.A; 6.2.A;6.2.B; 7.1.A; 7.1.B; 7.2.A; 7.2.B; 7.3.A; 7.4.A; 7.5.A; 7.5.B; 8.1.AL; 8.1.B; 8.2.A;8.3.A; 8.3.B; and 9.1.A.",CA,#http://#csum.edu#,7076541817
California MaritimeAcademy - ExtendedLearning,Personal SurvivalTechniques (PST),"⦁ Any applicant who successfully completes your Personal Survival Techniques(CAMACE-363) course will satisfy the Personal Survival Techniques training andcompetency requirements of STCW Code, as amended 2010, Section A-VI/1 and46 CFR 11.302(a)(1) and 46 CFR 12.602(a)(1)⦁ The following practical assessment performed during this course has beendetermined to be equivalent of National Assessment Guidelines Tasks, asdocumented in NVIC 08-14 Guidelines for Qualification in Basic Training NVIC08-14:  1.1.A; 1.2.A; 1.3.A; 1.3.B; 1.3.C; 1.4.A; 1.5.A; 1.6.A; 1.7.A; 1.8.A; 1.9.A;1.10.A; 1.11.A; 1.12.A; 1.12.B; 1.13.A; 1.14.A; 1.14.B; 1.14.C; 1.14.D; 1.14.E;1.14.F; 1.14.G; 1.14.H; 1.14.I; 1.14.J; 1.14.K; 1.14.L; 1.14.M; and 1.14.N.Applicants for an STCW endorsement are not required to present completed taskassessment sheets for this endorsement.",CA,#http://#csum.edu#,7076541817
California MaritimeAcademy - ExtendedLearning,Radar ObserverRecertification,An applicant who successfully completes your Radar Observer Recertification(CAMACE-402) course will satisfy the training requirements of 46 CFR 11.480(f)for renewal of any Radar Observer endorsement.,CA,#http://#csum.edu#,7076541817
California MaritimeAcademy - ExtendedLearning,Radar ObserverRefresher,Any applicant who successfully completes your Radar Observer Refresher(CAMACE-406) course will satisfy the training requirements of 46 CFR 11.480(f)for maintaining the validity of an endorsement as Radar Observer.,CA,#http://#csum.edu#,7076541817
California MaritimeAcademy - ExtendedLearning,Upgrade OUPV ToMaster 100 Tons,"Any applicant who has successfully completed your Upgrade OUPV to Master100 Tons (CAMACE-530) course and presents your Certificate of Training withinone year of the completion of training, will satisfy all examination requirementsfor upgrade of a merchant mariner credential from OUPV Near Coastal, or GreatLakes and Inland, or Inland Waters to a credential of Master of Vessels of lessthan 100 gross registered tons upon Near Coastal, or Great Lakes & Inland, orInland Waters; OR, increase the scope of a credential of Master of Vessels of lessthan 100 gross registered tons upon Great Lakes and Inland, or Inland Waters toMaster of Vessels of less than 100 gross registered tons upon Near CoastalWaters.  The course completion certificate issued upon successful completion ofthis course is valid for one application which results in the issuance of anendorsement.",CA,#http://#csum.edu#,7076541817
